precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",173,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:53:14",1260,1260,0,576,491,0,85,1300,724,556,20,49,141,43,126,30,16,0,3,3,73,16,4,6,40,3,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",16,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:05",1016,1016,0,427,397,0,30,1300,873,420,7,38,91,26,114,14,10,2,6,2,67,14,5,4,23,1,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",15,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:46",1019,1019,0,437,414,0,23,1100,663,428,9,35,99,18,117,21,14,2,2,6,69,12,4,4,15,4,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA”TIMIȘOARA",17,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:16:38",1601,1601,0,665,650,0,15,1700,1035,653,12,46,148,30,187,20,14,5,3,3,131,23,7,0,25,4,7
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ OTELEC",502,OTELEC,159525,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:47:50",652,652,0,320,291,0,29,700,380,300,20,2,16,2,73,12,149,0,6,0,26,0,0,4,7,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ PETROASA MARE",613,"VICTOR VLAD DELAMARINA",159259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:31:17",868,868,0,378,371,0,7,900,522,353,25,6,48,7,127,42,3,0,1,1,90,4,9,8,4,2,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ PIŞCHIA",519,PIŞCHIA,158181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:56:59",1140,1140,0,766,713,0,53,1200,434,759,7,12,33,0,487,31,8,3,3,4,113,13,32,0,17,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RĂCHITA",386,DUMBRAVA,156767,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:49:25",908,908,0,576,563,0,13,1004,428,534,42,7,25,1,271,52,17,2,3,2,115,7,9,11,7,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RACOVIŢA",523,RACOVIŢA,158243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:36",640,640,0,541,482,0,59,700,159,505,36,7,54,3,309,27,9,0,3,1,75,3,3,1,6,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALA REMETEA MARE",529,"REMETEA MARE",158396,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:42:51",1640,1640,0,1041,989,0,52,1700,659,1001,40,41,183,23,318,61,26,1,22,11,200,31,27,14,25,6,12
37,TIMIŞ,"SCOALA GIMNAZIALA SACOSU TURCESC",531,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:42:25",832,832,0,687,586,0,101,900,213,659,28,16,38,8,378,35,9,8,3,1,100,15,14,5,16,2,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ SÂNANDREI",552,SÂNANDREI,158653,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:43",1434,1434,0,632,626,0,6,1500,868,607,25,33,101,18,218,24,15,2,3,2,145,13,8,5,15,2,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ SÂNANDREI",553,SÂNANDREI,158653,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:32:19",1332,1332,0,721,704,0,17,1400,679,689,32,34,122,12,190,42,21,2,3,2,181,21,13,10,31,3,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",570,ŞANDRA,159464,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:53:34",941,941,0,569,540,0,29,1000,431,530,39,6,49,21,215,37,0,2,3,4,127,11,31,3,16,2,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",569,ŞANDRA,159464,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:14",1136,1136,0,631,604,0,27,1200,569,604,27,11,54,21,248,29,7,1,6,4,149,16,29,5,16,2,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN",557,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:03:10",1882,1882,0,1093,1060,0,33,1900,807,1057,36,41,175,32,461,44,30,4,12,3,162,27,4,5,39,2,16
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",541,SATCHINEZ,158528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:52:29",1468,1468,0,803,797,0,6,1498,695,764,39,9,145,9,326,74,6,1,1,5,149,5,14,5,12,2,1
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",540,SATCHINEZ,158528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:22:59",1133,1133,0,636,612,0,24,1200,564,602,34,3,87,1,262,69,14,1,2,3,106,9,11,10,19,2,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",576,"TEREMIA MARE",158859,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:15",1119,1119,0,513,499,0,14,1200,687,476,37,11,30,11,213,44,36,4,3,4,78,8,10,8,8,4,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",577,"TEREMIA MARE",158859,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:15:50",1167,1167,0,549,545,0,4,1200,651,474,75,8,23,10,228,36,11,7,4,0,92,14,3,16,19,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALA THEODOR BUCURESCU NR.1, SÂNNICOLAU MARE, PARTER",297,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:41:28",1755,1755,0,880,774,0,106,2000,1120,845,35,14,111,13,317,5,40,2,5,4,127,24,102,37,32,6,6
37,TIMIŞ,"ŞCOALA GIMNAZIALA ULIUC",536,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:05",619,619,0,358,337,0,21,700,342,330,28,5,26,5,172,13,13,0,3,0,71,5,2,8,5,0,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ UTVIN",560,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:09:41",1610,1610,0,925,906,0,19,1700,775,905,20,27,97,17,322,48,24,5,2,6,236,39,3,13,46,1,19
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ VARIAŞ",605,VARIAŞ,159213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:06:55",1811,1811,0,1011,974,0,37,1900,889,950,61,8,44,25,537,39,25,4,4,2,200,17,8,8,18,6,5
37,TIMIŞ,"ȘCOALĂ - MUZEU",568,ŞAG,158779,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:39:59",1485,1485,0,1063,1002,0,61,1519,456,1044,19,107,129,34,423,48,33,3,8,4,149,36,10,4,42,6,8
37,TIMIŞ,"SCOALA PRIMARA",374,DAROVA,156623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:36",666,666,0,496,481,0,15,800,304,450,46,71,49,2,224,22,9,0,1,1,60,1,1,3,4,1,1
37,TIMIŞ,"ȘCOALA PRIMARĂ BĂRĂTEAZ",542,SATCHINEZ,158528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:24:03",593,593,0,320,318,0,2,600,280,302,18,7,37,1,113,10,5,1,2,1,93,8,5,3,9,2,5
37,TIMIŞ,"ŞCOALA PRIMARĂ BĂTEȘTI,",259,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:48",446,446,0,279,272,0,7,500,221,268,11,3,6,2,125,19,3,0,1,0,94,1,4,3,4,2,1
37,TIMIŞ,"ŞCOALA PRIMARA BERINI",532,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:03",424,424,0,267,234,0,33,500,233,229,38,6,17,0,137,15,8,1,1,2,28,1,3,5,4,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ BOBDA",352,CENEI,156277,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:14:03",738,738,0,454,415,0,39,1000,546,439,15,12,31,3,256,40,4,1,2,2,63,9,5,7,0,1,3
37,TIMIŞ,"ŞCOALA PRIMARA BRESTEA",377,DENTA,156669,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:57",385,385,0,242,228,0,14,500,258,219,23,4,9,3,148,1,10,1,0,2,34,3,0,0,3,1,0
37,TIMIŞ,"ŞCOALA PRIMARĂ BUCOVĂȚ",385,DUMBRAVA,156767,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:16:29",392,392,0,308,294,0,14,500,192,295,13,2,9,11,168,28,12,1,1,1,53,1,1,3,2,1,1
37,TIMIŞ,"ȘCOALA PRIMARĂ BUNEA MARE",263,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:59:51",158,158,0,100,93,0,7,200,100,89,11,0,1,0,26,11,3,0,0,0,41,0,2,2,2,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ BUTIN",271,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:14",301,301,0,186,173,0,13,400,214,173,13,1,7,1,81,15,5,3,2,0,45,7,1,4,1,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂLACEA",499,ORŢIŞOARA,158010,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:23",631,631,0,412,370,0,42,700,288,382,30,9,18,11,195,29,12,2,1,1,67,10,17,1,7,0,2
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂPĂT",524,RACOVIŢA,158243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:52",192,192,0,160,133,0,27,200,40,149,11,8,17,0,77,10,7,0,1,1,19,5,1,1,2,0,0
37,TIMIŞ,"ȘCOALA PRIMARĂ CEBZA",247,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:03",643,643,0,347,324,0,23,700,353,323,24,2,22,6,200,23,5,1,2,0,36,6,2,7,10,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ CERNETEAZ",419,GIARMATA,157246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:58:44",1254,1254,0,547,534,0,13,1400,853,509,38,21,62,9,216,34,8,6,9,5,78,20,10,10,11,4,6
37,TIMIŞ,"ȘCOALA PRIMARĂ CLADOVA ȘI GRĂDINIȚA CU PROGRAM NORMAL CLADOVA",324,BETHAUSEN,155840,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:09:35",371,371,0,267,254,0,13,400,133,233,34,4,16,11,51,27,2,1,3,2,46,2,54,4,2,7,1
37,TIMIŞ,"ŞCOALA PRIMARA CLOPODIA",445,"JAMU MARE",157362,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:51:24",549,549,0,310,298,0,12,600,290,292,18,7,14,2,177,28,3,4,4,5,38,1,3,2,3,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ , COLONIA MICĂ",264,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:43:27",350,350,0,204,197,0,7,400,196,197,7,7,7,0,67,23,4,1,1,0,71,3,0,9,2,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ COMLOŞU MIC",359,"COMLOŞU MARE",156437,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:14",883,883,0,399,394,0,5,900,501,364,35,2,7,4,215,40,7,1,5,0,69,5,3,3,1,0,2
37,TIMIŞ,"ŞCOALA PRIMARĂ CORNEŞTI",500,ORŢIŞOARA,158010,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:31:51",576,576,0,371,351,0,20,602,231,360,11,14,51,12,125,22,7,2,2,0,52,4,30,8,22,1,8
37,TIMIŞ,"ŞCOALA PRIMARĂ COVACI",555,SÂNANDREI,158653,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:43:23",868,868,0,478,458,0,20,900,422,464,14,18,57,10,152,30,15,2,6,1,140,12,1,3,11,4,2
37,TIMIŞ,"ŞCOALA PRIMARA CRIVINA",489,NĂDRAG,157898,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:27:18",233,233,0,171,157,0,14,300,129,164,7,0,6,3,110,11,16,0,0,0,16,1,0,0,0,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ CUTINA",326,BETHAUSEN,155840,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:24",240,240,0,177,165,0,12,301,124,164,13,1,19,1,38,26,2,0,3,0,31,4,28,3,7,1,0
37,TIMIŞ,"ŞCOALA PRIMARA DOLAŢ",459,LIVEZILE,159491,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:06:58",438,438,0,140,126,0,14,600,460,131,9,1,1,1,76,13,3,1,0,1,29,0,0,1,3,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ DRĂGOIEȘTI",525,RACOVIŢA,158243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:46",338,338,0,244,208,0,36,400,156,218,26,1,19,2,119,22,1,0,3,0,41,2,1,0,2,1,4
37,TIMIŞ,"ŞCOALA PRIMARĂ DRAGŞINA",355,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:01",555,555,0,311,278,0,33,700,389,308,3,13,13,0,179,15,15,1,2,0,54,4,0,1,6,2,3
37,TIMIŞ,"ŞCOALA PRIMARĂ FĂDIMAC",300,BALINŢ,155546,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:16:06",178,178,0,130,116,0,14,301,171,121,9,1,27,4,41,15,7,0,0,0,23,0,0,2,0,1,0
37,TIMIŞ,"ȘCOALA PRIMARĂ FĂRĂŞEŞTI",517,PIETROASA,158136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:50",185,185,0,143,136,0,7,200,57,131,12,0,2,0,93,0,1,0,1,0,27,0,1,0,5,0,1
37,TIMIŞ,"ŞCOALA PRIMARA FERENDIA",446,"JAMU MARE",157362,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:50",303,303,0,172,155,0,17,400,228,162,10,0,10,0,108,9,2,1,0,1,20,3,0,3,4,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ FICĂTAR",526,RACOVIŢA,158243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:02",311,311,0,223,194,0,29,400,177,213,10,4,14,1,119,19,2,0,3,0,42,0,3,1,4,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ FOLEA",616,VOITEG,159339,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:39",378,378,0,245,222,0,23,400,155,227,18,6,5,2,140,13,2,1,1,1,44,0,3,2,4,0,3
37,TIMIŞ,"ȘCOALA PRIMARĂ HERNEACOVA",287,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:06",379,379,0,260,235,0,25,600,340,249,11,3,29,1,127,19,4,1,1,1,38,2,20,0,1,0,2
37,TIMIŞ,"ŞCOALA PRIMARĂ HEZERIȘ",363,COŞTEIU,156473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:56",226,226,0,166,148,0,18,400,234,156,10,2,5,1,115,7,0,1,1,0,12,5,3,1,3,0,0
37,TIMIŞ,"ŞCOALA PRIMARA IANOVA",530,"REMETEA MARE",158396,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:40",943,943,0,668,638,0,30,1000,332,638,30,14,60,23,288,57,11,2,10,2,115,12,15,8,16,0,5
37,TIMIŞ,"SCOALA PRIMARĂ IOSIFALĂU",590,"TOPOLOVĂŢU MARE",158966,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:49:45",439,439,0,272,257,0,15,500,228,260,12,2,25,5,46,22,4,2,1,0,130,4,2,6,5,2,4
37,TIMIŞ,"ŞCOALA PRIMARĂ JABĂR",338,BOLDUR,156106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:21",337,337,0,269,243,0,26,500,231,254,15,6,42,4,128,10,4,1,0,0,37,3,4,3,10,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ LEUCUŞEŞTI",327,BETHAUSEN,155840,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:25:30",371,371,0,295,249,0,46,400,105,265,30,9,29,1,93,27,2,0,2,1,76,6,4,2,6,3,4
37,TIMIŞ,"ŞCOALA PRIMARĂ LUNGA",360,"COMLOŞU MARE",156437,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:00",459,459,0,206,199,0,7,700,494,190,16,2,6,3,115,13,2,2,1,1,36,2,1,2,4,0,0
37,TIMIŞ,"ȘCOALA PRIMARĂ MACEDONIA",248,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:20",392,392,0,243,234,0,9,433,190,229,14,3,7,4,151,15,2,0,2,1,20,2,3,6,12,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ MOŞNIŢA VECHE",482,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:22:56",1716,1716,0,960,924,0,36,1900,940,917,43,64,102,32,345,46,14,9,0,13,212,11,7,10,37,7,8
37,TIMIŞ,"ŞCOALA PRIMARĂ MOŞNIŢA VECHE",483,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:44",1607,1607,0,1030,997,0,33,1700,670,1021,9,127,238,38,253,51,22,10,2,6,153,22,10,13,65,5,6
37,TIMIŞ,"ȘCOALA PRIMARĂ MOȘNIȚA VECHE",484,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:37:18",1858,1858,0,1202,1161,0,41,2000,801,1186,13,200,355,29,323,13,30,11,7,8,94,20,7,8,61,6,14
37,TIMIŞ,"ȘCOALA PRIMARĂ NERĂU",578,"TEREMIA MARE",158859,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:41",923,923,0,439,435,0,4,1000,561,382,57,1,16,4,219,22,10,0,3,2,72,4,6,6,10,2,5
37,TIMIŞ,"ŞCOALA PRIMARĂ OBAD",249,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:03:17",535,535,0,364,350,0,14,600,236,338,26,10,18,4,182,37,2,2,0,1,68,1,1,4,6,2,0
37,TIMIŞ,"ŞCOALA PRIMARĂ OHABA-FORGACI",339,BOLDUR,156106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:55",646,646,0,514,469,0,45,700,186,498,16,4,67,3,303,37,5,0,2,0,59,6,2,3,5,1,1
37,TIMIŞ,"ȘCOALA PRIMARĂ ORȚIȘOARA",497,ORŢIŞOARA,158010,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:31:07",1160,1160,0,643,630,0,13,1200,557,610,33,13,54,16,223,42,8,3,2,4,137,14,57,4,24,6,3
37,TIMIŞ,"ŞCOALA PRIMARA OTVESTI",534,"SACOŞU TURCESC",158449,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:41",299,299,0,190,166,0,24,400,210,182,8,1,9,1,45,9,70,1,2,0,34,1,0,0,6,0,3
37,TIMIŞ,"ŞCOALA PRIMARĂ PETROMAN",250,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:28:59",605,605,0,380,350,0,30,700,320,352,28,4,25,2,218,16,6,2,1,2,54,4,2,3,7,3,3
37,TIMIŞ,"ȘCOALA PRIMARĂ PETROVASELO",289,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:23:08",211,211,0,136,114,0,22,300,164,130,6,0,7,0,61,9,1,2,1,1,23,3,14,2,3,1,2
37,TIMIŞ,"ȘCOALA PRIMARĂ POIENI",518,PIETROASA,158136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:32",222,222,0,172,167,0,5,300,128,162,10,0,5,0,128,5,0,0,0,0,22,0,1,0,1,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNGEORGE",334,BIRDA,159366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:52:53",465,465,0,247,232,0,15,500,253,227,20,1,12,0,167,8,0,0,5,1,30,0,1,0,0,2,0
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMARTINU SÂRBESC",509,"PECIU NOU",158065,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:41",817,817,0,430,409,0,21,900,470,398,32,7,31,6,214,27,5,3,4,4,76,3,1,10,6,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMIHAIU GERMAN",558,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:39:30",899,899,0,413,397,0,16,900,487,397,16,12,53,11,169,37,3,2,1,0,88,8,4,2,4,2,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂRBOVA",528,RACOVIŢA,158243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:47",256,256,0,185,158,0,27,300,115,174,11,0,5,7,98,12,1,1,1,0,31,3,9,2,4,0,0
37,TIMIŞ,"SCOALA PRIMARA SCULIA",270,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:23",1697,1697,0,792,772,0,20,1700,908,735,57,12,25,11,401,23,38,4,3,1,159,14,5,1,29,4,5
37,TIMIŞ,"ŞCOALA PRIMARĂ ŞEMLACUL MIC",274,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:15",137,137,0,82,71,0,11,200,118,75,7,1,1,1,54,4,1,0,0,0,8,0,1,1,3,0,0
37,TIMIŞ,"SCOALA PRIMARA SEMLACU MARE",273,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:13",249,249,0,126,99,0,27,300,174,117,9,1,3,4,61,7,4,1,0,1,23,1,3,1,5,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SILAGIU",243,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:35",630,630,0,351,338,0,13,1000,649,332,19,3,23,2,187,18,3,0,2,1,40,10,25,4,11,1,2
37,TIMIŞ,"ŞCOALA PRIMARĂ SINERSIG",340,BOLDUR,156106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:36:02",504,504,0,292,278,0,14,800,508,273,19,7,32,2,149,23,3,1,1,2,30,6,2,6,4,0,5
37,TIMIŞ,"ŞCOALA PRIMARA STAMORA GERMANĂ",476,MORAVIŢA,157781,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:31:31",862,862,0,427,406,0,21,900,473,396,31,2,25,8,235,41,3,0,3,0,57,3,3,7,7,0,2
37,TIMIŞ,"ȘCOALA PRIMARĂ STANCIOVA",290,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:20:58",309,309,0,215,194,0,21,400,185,194,21,1,10,4,100,16,1,0,0,1,28,0,31,0,0,2,0
37,TIMIŞ,"ŞCOALA PRIMARĂ TÂRGOVIŞTE",301,BALINŢ,155546,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:37:05",252,252,0,184,175,0,9,298,114,163,21,3,11,1,87,13,1,1,3,0,21,1,2,6,11,1,1
37,TIMIŞ,"ŞCOALA PRIMARA TEREMIA MICĂ",579,"TEREMIA MARE",158859,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:42:49",568,568,0,275,274,0,1,600,325,253,22,3,9,3,131,24,4,1,0,1,58,1,4,8,6,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ UIHEI",571,ŞANDRA,159464,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:53",482,482,0,263,251,0,12,500,237,247,16,3,15,6,112,22,0,2,1,1,63,5,2,8,1,3,3
37,TIMIŞ,"ŞCOALA PRIMARĂ URSENI",485,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:54:01",1187,1187,0,672,655,0,17,1400,728,649,23,74,127,29,197,19,19,8,4,3,89,22,7,9,37,2,3
37,TIMIŞ,"ȘCOALA PRIMARĂ URSENI",486,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:56",1106,1106,0,644,613,0,31,1200,556,617,27,41,92,14,188,29,34,4,6,2,129,22,3,11,23,6,13
37,TIMIŞ,"ŞCOALA PRIMARĂ VISAG",614,"VICTOR VLAD DELAMARINA",159259,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:14",269,269,0,126,119,0,7,300,174,109,17,2,7,3,69,7,1,2,1,0,9,2,3,1,1,1,0
37,TIMIŞ,"ŞCOALA PRIMARĂ VUCOVA",356,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:10",334,334,0,182,161,0,21,500,318,179,3,4,17,2,94,7,0,0,2,1,41,5,0,1,2,0,3
37,TIMIŞ,"SC TRANSPORT MIXT FĂGEȚEANA SA",257,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:30",291,291,0,213,177,0,36,400,187,201,12,5,14,2,107,15,10,2,0,0,39,1,2,1,2,1,0
